ID,TEAM,Team_Season,Season End,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,+/-,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,FTA RATE,FT Rate,OPP EFG%,OPP FTA RATE,OPP FT Rate,OPP TOV %,OPP REB %,OPP_FGM,OPP_FGA,OPP_FG%,OPP_3PM,OPP_3PA,OPP_3P%,OPP_FTM,OPP_FTA,OPP_FT%,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_+/-_Per_Game,Possessions,Plus Minus Per Possession,Shooting Factor,Crashing Factor,Protecting Factor,Attacking Factor,Residual W
41,Golden State Warriors,Golden State Warriors2006,2006,82,34,48,0.415,3966,8076,2939,6785,43.3,625,1832,34.1,1573,2190,71.8,980,2485,3465,1694,1156,604,356,409,-111,57.6,1.47,29.6,68.6,48.5,14.8,47.9,52.1,94.43,0.323,0.231834929992631,49.2,0.328,0.243243243243243,16.1,31.4,37.2,81.4,45.7,5.7,16.3,35.1,19.8,26.7,74.3,12,32.5,44.5,22.3,15.3,7,5,4.3,1.4,7607.616,-0.0145906417989552,-1.3,98.2,-1.3,-1.14083132506124,-2.91094992213661
42,Boston Celtics,Boston Celtics2006,2006,82,33,49,0.402,3976,8033,2951,6322,46.7,467,1290,36.2,1664,2204,75.5,813,2432,3245,1716,1359,578,422,404,-126,58.1,1.26,28.9,69.4,49.7,17.6,50.4,55.1,93.27,0.349,0.263207845618475,49,0.38,0.282994923857868,15.7,30.6,35.9,78.8,45.6,5.4,15.4,35.3,22.3,30,74.3,11.1,28.9,40,21.5,14.8,8.4,4.9,5.1,1.5,7524.2496,-0.0167458559588454,1.4,98.3,1.9,-1.97870782393929,-3.43395396064449
43,Chicago Bulls,Chicago Bulls2006,2006,82,41,41,0.5,3981,8020,3004,6737,44.6,560,1477,37.9,1452,1967,73.8,906,2602,3508,1804,1224,508,345,420,52,60.1,1.47,30.3,70.3,50.3,15.8,48.7,52.7,93.59,0.292,0.21552619860472,46.4,0.379,0.294339622641509,15.8,29.7,33.8,79.5,42.6,6.1,17.4,35.1,23.4,30.1,77.7,10.7,31,41.7,20.1,15,7.5,5.1,4.2,-0.6,7603.6608,0.00683881111582463,2.3,100.6,0,-7.88134240367892,-3.54800164388257
44,Milwaukee Bucks,Milwaukee Bucks2006,2006,82,40,42,0.488,3971,8020,2976,6566,45.3,507,1335,38,1561,2115,73.8,929,2448,3377,1769,1197,597,270,414,-85,59.4,1.48,30.9,71.3,50.7,15.7,49.2,53.5,92.45,0.322,0.23773987206823,50.4,0.35,0.262210796915167,15.4,28.7,36.2,77.8,46.6,6,16.9,35.4,20.4,27.3,74.7,10.1,30.2,40.3,22.5,14.4,7.4,5,3.3,1,7454.016,-0.0114032489331925,-1.2,102.2,0.299999999999999,-2.44709248469368,3.24845399235154
45,Cleveland Cavaliers,Cleveland Cavaliers2006,2006,82,50,32,0.61,3966,8002,2908,6412,45.4,497,1465,33.9,1689,2318,72.9,959,2511,3470,1560,1137,567,392,357,183,53.6,1.37,31.3,71.7,51.4,15.1,49.2,53.8,90.77,0.362,0.263412351840299,49,0.304,0.225316455696203,14.4,28.3,36,79,45.5,5.6,15.7,35.6,17.8,24,74.2,9.8,29.5,39.4,20.3,13.2,6.6,4.4,4.8,-2.2,7305.5232,0.0250495405996384,0.200000000000003,103,0.699999999999999,3.80958961440969,3.47479363094767
46,Atlanta Hawks,Atlanta Hawks2006,2006,82,26,56,0.317,3976,7972,2946,6496,45.4,424,1154,36.7,1656,2207,75,1069,2232,3301,1625,1284,587,394,422,-390,55.2,1.27,33.4,66.7,49.6,16.9,48.6,53.4,91.75,0.34,0.254926108374384,51.3,0.369,0.27515923566879,16.2,33.3,37.5,78.5,47.8,5.4,14.7,36.8,21.6,28.9,74.5,12,28.5,40.4,20.6,15,7.3,5.1,4.8,4.8,7374.7968,-0.052882812988149,-2.7,100.1,0.699999999999999,-2.02331272944056,-1.29537143942962
47,Los Angeles Clippers,Los Angeles Clippers2006,2006,82,47,35,0.573,3961,7970,2993,6443,46.5,290,843,34.4,1694,2142,79.1,828,2704,3532,1708,1185,534,503,355,129,57.1,1.44,28.6,71.9,51.3,15.4,48.7,54,92.99,0.332,0.262920999534378,47.1,0.328,0.239506172839506,13.7,28.1,35.2,81,43.5,5.8,16.7,34.7,19.4,26.5,73.2,10.5,29.7,40.1,21.5,12.8,7,4.3,6.1,-1.6,7432.7808,0.0173555501596388,1.6,100.5,1.7,2.34148266948723,2.92235856932326
48,Charlotte Bobcats,Charlotte Bobcats2006,2006,82,26,56,0.317,3981,7943,2961,6843,43.3,428,1261,33.9,1593,2186,72.9,990,2270,3260,1717,1167,822,354,441,-328,58,1.47,30.5,67.8,47.9,14.9,46.4,50.9,94.57,0.319,0.232792634809294,51.4,0.356,0.262148337595908,18.7,32.2,37.4,78.2,47.8,5.6,15.7,35.6,20.5,27.9,73.7,11.5,32.5,44,22.9,17.9,7,5.4,4.3,4,7662.5664,-0.0428055018224703,-5,98.3,-3.8,-2.93557027866138,-3.72980923498039
49,Detroit Pistons,Detroit Pistons2006,2006,82,64,18,0.78,3966,7941,2983,6558,45.5,557,1451,38.4,1418,1950,72.7,975,2347,3322,1971,931,580,490,285,547,66.1,2.12,31.7,68,49.7,12.8,49.7,53.5,87.98,0.297,0.216224458676426,47.7,0.26,0.191867852604828,15.7,32,35.5,78.7,45.2,4,12.3,32.5,15.1,20.5,73.6,11.6,29.3,40.9,18.8,14,5.9,3.5,6,-6.7,7077.12,0.0772913275456683,2,99.7,-2.9,2.43566060715973,4.92111356189938
50,New York Knicks,New York Knicks2006,2006,82,23,59,0.28,3986,7842,2822,6205,45.5,320,884,36.2,1878,2587,72.6,1033,2360,3393,1468,1449,555,271,436,-525,52,1.01,34.2,69.7,51.8,19,48.1,53.4,92.03,0.417,0.302659145850121,51.1,0.39,0.294193548387097,15.1,30.3,36.2,77.5,46.7,6.9,18.2,37.8,22.8,30.2,75.3,10.8,27.8,38.6,21.3,14.1,8.2,5.3,3.3,6.4,7448.9088,-0.0704801218669773,-3,103.9,3.9,0.846559746302411,-0.437028072954348
51,San Antonio Spurs,San Antonio Spurs2006,2006,82,63,19,0.768,3961,7837,2993,6342,47.2,524,1362,38.5,1327,1891,70.2,851,2548,3399,1717,1126,543,467,343,559,57.4,1.52,28.9,70.8,50.5,15.3,51.3,54.6,89.41,0.298,0.209239987385683,45.7,0.298,0.219667943805875,15.4,29.2,33.9,78.3,43.3,3.7,10.8,33.9,17.2,23.3,74,10.8,29.5,40.3,16.3,13.9,7.3,4.2,5.7,-6.8,7151.0784,0.0781700281736528,5.59999999999999,99.7,-0.0999999999999996,-1.04279564201921,1.87701609233018
52,Orlando Magic,Orlando Magic2006,2006,82,36,46,0.439,3981,7784,2911,6167,47.2,299,796,37.6,1663,2277,73,892,2402,3294,1495,1240,532,362,386,-88,51.4,1.21,33,69.1,51.6,16.8,49.6,54.3,89.12,0.369,0.269661099400032,49,0.361,0.264248704663212,14.9,30.9,35,77.2,45.4,5.6,15.7,35.7,20.4,27.9,73.2,11.1,27.3,38.4,20,13.4,7.5,4.7,4.4,1.1,7216.2048,-0.0121947758467165,0.600000000000001,102.1,1.9,0.541239473681998,-4.54738339282217
53,Indiana Pacers,Indiana Pacers2006,2006,82,41,41,0.5,3946,7699,2786,6274,44.4,536,1536,34.9,1591,2158,73.7,898,2559,3457,1631,1254,598,409,399,155,58.5,1.3,30.4,69.9,50.6,16.8,48.7,53.3,90.85,0.344,0.253586228881097,46.4,0.317,0.23203026481715,14.9,30.1,34.5,79.3,43.5,4.5,13.2,34.3,18.4,25.1,73.3,11.8,29.5,41.3,18.5,13.6,8.1,4.9,5,-1.9,7276.3392,0.0213019206141462,2.3,100.3,1.9,2.15559640639466,-4.65580942541818
54,New Jersey Nets,New Jersey Nets2006,2006,82,49,33,0.598,3956,7691,2778,6317,44,477,1447,33,1658,2187,75.8,822,2539,3361,1884,1119,558,278,329,112,67.8,1.68,27.4,73,50.1,14.9,47.8,52.8,91.17,0.346,0.262466360614216,47.6,0.359,0.266139657444005,15.7,27,33.3,75.9,43.9,5.7,16.3,34.8,20.2,27.2,74.1,9.6,31.7,41.3,20,14.4,7.2,4,3.4,-1.4,7273.2288,0.0153989380892294,0.199999999999996,100.4,-0.799999999999999,-0.367329682978962,4.44111029880079
55,New Orleans/Oklahoma City Hornets,New Orleans/Oklahoma City Hornets2006,2006,82,38,44,0.463,3961,7611,2831,6428,44,300,885,33.9,1649,2176,75.8,918,2379,3297,1519,1095,611,311,432,-231,53.7,1.39,29.7,70.9,49.7,14.7,46.4,51.5,90.32,0.339,0.2565339141257,50.2,0.32,0.24380704041721,16,29.1,35.2,76.7,45.9,6.7,18.1,36.7,18.7,24.6,76,10.5,30.5,41,19.3,14.6,6.4,5.3,3.8,2.8,7259.9424,-0.0318184342619578,-3.8,100.6,-1.3,1.27268737084902,5.35306370067683
56,Utah Jazz,Utah Jazz2006,2006,82,41,41,0.5,3976,7573,2744,6207,44.2,311,925,33.6,1774,2466,71.9,1071,2380,3451,1772,1290,524,492,463,-216,64.6,1.37,35.6,70.2,52.6,17.4,46.7,51.9,89.4,0.397,0.285806347671983,49,0.406,0.302294197031039,15.7,29.8,33.3,74.1,44.9,6,15.8,37.8,22.4,30.1,74.6,10.6,27.3,37.9,18.4,14.2,8.1,5.6,6,2.6,7210.5984,-0.0299559049079755,-2.3,105.8,1.7,-1.64878493590559,7.24734802834746
57,Memphis Grizzlies,Memphis Grizzlies2006,2006,82,49,33,0.598,3971,7558,2746,6125,44.8,590,1578,37.4,1476,2077,71.1,834,2379,3213,1586,1134,600,442,456,303,57.8,1.4,29.8,69,49.6,15.7,49.6,53.7,87.39,0.339,0.240979591836735,46.9,0.315,0.237715803452855,16.8,31,32.8,75.3,43.6,5,14.9,33.4,17.9,23.7,75.4,11.3,29.3,40.6,19.6,14.8,7.3,5.6,5.4,-3.7,7045.3248,0.0430072436121043,2.7,98.8,-1.1,0.326378838387947,-4.19904330867786
58,Minnesota Timberwolves,Minnesota Timberwolves2006,2006,82,33,49,0.402,3971,7522,2888,6340,45.6,310,942,32.9,1436,1895,75.8,811,2422,3233,1716,1189,559,471,374,-154,59.4,1.44,29.6,67.3,49,16,48,52.4,89.58,0.299,0.226498422712934,47.5,0.32,0.235443037974684,15.4,32.7,34.8,79,44.1,5.5,15,36.4,18.6,25.3,73.6,11.9,29.4,41.3,19,13.9,6.6,4.6,5.7,1.9,7249.728,-0.0212421762581989,0.5,96.9,0.6,-0.894461526174981,-3.0545023470912
59,Houston Rockets,Houston Rockets2006,2006,82,34,48,0.415,3966,7387,2708,6252,43.3,469,1414,33.2,1502,1980,75.9,849,2565,3414,1580,1193,588,320,373,-130,58.3,1.32,29.1,70.5,50.1,16.2,47.1,51.9,89.07,0.317,0.240243122200896,47.2,0.338,0.246753246753247,14.9,29.5,33,77,42.9,6.6,17.9,36.9,19,26,73.1,10.7,30.2,40.9,20.1,13.3,7.1,4.5,3.9,1.6,7168.512,-0.0181348653667595,-0.100000000000001,99.6,1.3,-0.651012455235103,-1.48817407103212
60,Portland Trail Blazers,Portland Trail Blazers2006,2006,82,21,61,0.256,3946,7285,2791,6267,44.5,364,1042,34.9,1339,1944,68.9,886,2203,3089,1490,1205,529,435,403,-775,53.4,1.24,30.8,65.7,48,16.5,47.4,51.1,88.88,0.31,0.213658847933621,50.7,0.305,0.231939163498099,14.5,34.3,37,78.9,46.8,6.1,15.9,38.1,18.3,24,76,12.5,29.8,42.4,21.2,12.9,7.2,4.9,5.3,9.5,7143.7056,-0.108487113466714,-3.3,96.5,2,-1.82803155644783,4.8631666483026
61,Phoenix Suns,Phoenix Suns2007,2007,82,61,21,0.744,3981,9037,3388,6855,49.4,785,1965,39.9,1476,1827,80.8,737,2583,3320,2122,1189,553,394,304,599,62.6,1.78,26.2,68.3,48.4,14.9,55.1,59,96.45,0.267,0.215317286652079,49.2,0.268,0.206018518518519,15.5,31.7,39.5,86.4,45.7,6.1,16.9,36.3,17.8,23.2,76.7,12.3,30.5,42.8,18.9,15.1,6.9,3.7,4.8,-7.3,7786.4448,0.076928561800117,5.9,94.5,-0.6,0.929876813356026,2.84308219927971
62,Golden State Warriors,Golden State Warriors2007,2007,82,42,40,0.512,3951,8737,3261,7048,46.3,700,1966,35.6,1515,2113,71.7,941,2455,3396,1950,1309,750,466,399,-28,59.8,1.49,28.5,66.2,47.2,15.9,51.2,54.8,99.97,0.3,0.214954597048808,50.6,0.352,0.263723150357995,18.5,33.8,38.7,83.8,46.2,7.4,20.3,36.6,22.1,29.5,75,13.1,33.3,46.4,24.7,18.6,8.3,4.9,5.7,0.3,8011.8912,-0.00349480532137032,0.600000000000001,94.7,-2.6,-4.87685533091871,1.47113637234824
63,Denver Nuggets,Denver Nuggets2007,2007,82,45,37,0.549,3956,8639,3164,6805,46.5,484,1440,33.6,1827,2449,74.6,1001,2558,3559,1920,1352,678,435,424,133,60.7,1.42,32.2,67.8,50.2,16.7,50.1,54.8,98.2,0.36,0.268479059515062,49.9,0.274,0.202546296296296,16.6,32.2,39.7,86.4,46,6.8,19.1,35.3,17.5,23.7,73.9,12.3,30,42.3,24.5,16.4,8.3,5.2,5.3,-1.6,7904.2176,0.0168264598383526,0.200000000000003,100,0.0999999999999979,6.59327632187662,-1.38257839450318
64,Washington Wizards,Washington Wizards2007,2007,82,41,41,0.5,3966,8556,3070,6820,45,561,1614,34.8,1855,2425,76.5,998,2379,3377,1660,1133,635,375,380,-42,54.1,1.47,31.2,67.8,48.9,14.4,49.1,54.2,95.33,0.356,0.271994134897361,51.7,0.32,0.248470012239902,16.4,32.2,38.6,81.7,47.3,7.3,19.3,37.7,20.3,26.2,77.7,11.9,31.1,43,23.7,15.7,6.3,4.6,4.6,0.5,7701.12,-0.00545375218150087,-2.6,99,-2,2.35241226574586,3.03357553601585
65,Los Angeles Lakers,Los Angeles Lakers2007,2007,82,42,40,0.512,4006,8474,3103,6664,46.6,608,1724,35.3,1660,2221,74.7,886,2495,3381,1850,1273,600,421,409,-6,59.6,1.45,30,69,49.6,16.1,51.1,55.4,94.58,0.333,0.249099639855942,50,0.345,0.262515262515262,15.3,31,37.8,81.9,46.1,6.4,17.8,35.8,21.5,28.3,76,11.6,30.6,42.2,21.9,14.7,7.9,5,5.1,0.1,7707.1104,-0.00077850188833418,1.1,99,0.800000000000001,-1.34156226593201,1.77611074439901
66,Memphis Grizzlies,Memphis Grizzlies2007,2007,82,22,60,0.268,3996,8331,2998,6448,46.5,500,1362,36.7,1835,2410,76.1,866,2375,3241,1680,1343,564,407,450,-422,56,1.25,29.1,68.2,48.6,17,50.4,55.5,94.77,0.374,0.284584367245658,52.9,0.313,0.236363636363636,15.9,31.8,40.1,82.5,48.6,7,18,38.9,19.5,25.8,75.9,11.8,30.3,42,25.1,15.3,8.3,5.5,5,5.1,7665.984,-0.0550483799600938,-2.5,97.3,1.1,4.82207308820212,-6.06258387137335
67,Utah Jazz,Utah Jazz2007,2007,82,51,31,0.622,3961,8322,3069,6471,47.4,354,1056,33.5,1830,2462,74.3,1030,2456,3486,2024,1277,577,339,438,235,65.9,1.58,35.2,72.1,53.4,16.7,50.2,55.1,92.81,0.38,0.282800185442745,49.6,0.409,0.313907284768212,16.1,27.9,34.4,75.5,45.5,6.2,17.4,35.5,23.7,30.9,76.7,9.9,27.1,37,18.9,15,7.6,5.3,4.1,-2.9,7489.2288,0.0313783977330216,0.600000000000001,107.3,0.599999999999998,-3.11070993254673,1.93441092396178
68,Sacramento Kings,Sacramento Kings2007,2007,82,33,49,0.402,3961,8303,2941,6532,45,530,1513,35,1891,2473,76.5,797,2396,3193,1665,1194,671,265,405,-148,56.6,1.39,26.7,69.2,47.7,15.1,49.1,54.5,95.83,0.379,0.28949785670545,51.3,0.317,0.23955773955774,16.9,30.8,38.4,81.4,47.2,6.8,18.6,36.5,19.5,25.8,75.7,11.1,32.3,43.4,22.4,16.3,7,4.9,3.2,1.8,7696.4352,-0.0192296818142508,-2.2,95.9,-1.8,4.99401171477105,-3.55226879727776
69,Dallas Mavericks,Dallas Mavericks2007,2007,82,67,15,0.817,3951,8201,3010,6442,46.7,535,1404,38.1,1646,2045,80.5,920,2515,3435,1632,1140,560,408,312,592,54.2,1.43,32,71.9,52.2,15.2,50.9,55.9,90.68,0.317,0.255510710959329,47.7,0.355,0.265440210249672,16,28.1,34,76.1,44.7,4.6,13.1,34.9,20.2,27,74.6,10.2,27.9,38.1,17.9,14.5,6.9,3.8,5,-7.2,7259.328,0.0815502481772418,3.2,103.9,-0.800000000000001,-0.992949929034209,6.85185177027275
70,Milwaukee Bucks,Milwaukee Bucks2007,2007,82,28,54,0.341,3971,8172,3121,6714,46.5,524,1472,35.6,1406,1919,73.3,941,2272,3213,1771,1240,587,224,433,-359,56.7,1.43,30.6,65.7,47.9,16.1,50.4,54.1,93.33,0.286,0.209413166517724,52.2,0.316,0.234643734643735,16.6,34.3,39,81.4,48,6.9,18.7,36.8,19.1,25.7,74.2,13,30.1,43,25.3,15.7,7.5,5.3,2.7,4.4,7543.0656,-0.0475933816616947,-1.8,96.3,-0.5,-2.52305681260105,-0.861526167640122
71,Toronto Raptors,Toronto Raptors2007,2007,82,47,35,0.573,3951,8157,3032,6547,46.3,531,1464,36.3,1562,1983,78.8,755,2480,3235,1822,1104,581,321,317,81,60.1,1.65,25,71.1,48.1,14.3,50.4,55,93.86,0.303,0.238582556896288,50.3,0.29,0.218905472636816,16.1,28.9,37.2,80.4,46.3,6.5,18.2,35.7,17.6,23.3,75.4,10.3,32.2,42.5,21.2,15.1,6,3.9,3.9,-1,7457.7792,0.0108611421480539,0.100000000000001,96.1,-1.8,1.96770842594725,3.81844885272463
72,Seattle SuperSonics,Seattle SuperSonics2007,2007,82,31,51,0.378,3966,8130,3047,6628,46,525,1451,36.2,1511,1911,79.1,928,2322,3250,1695,1268,631,301,341,-237,55.6,1.34,31.2,67.6,49.2,16.5,49.9,54.4,92.92,0.288,0.227972238986119,51.5,0.323,0.243445692883895,16.1,32.4,38.1,80.1,47.6,6.3,17.5,36.1,19.5,25.9,75.1,11.6,29.4,41,22.8,15,7.2,4.2,3.7,2.9,7496.4864,-0.0316148109066135,-1.6,98.8,0.399999999999999,-1.54734538977757,0.0636474100326581
73,Chicago Bulls,Chicago Bulls2007,2007,82,49,33,0.598,3956,8100,3046,6663,45.7,480,1237,38.8,1528,2083,73.4,984,2597,3581,1832,1310,639,445,433,411,60.1,1.4,31.9,70.7,51.4,16.8,49.3,53.4,94.47,0.313,0.229326129371154,47.3,0.346,0.251918158567775,18.4,29.3,34.1,78.2,43.5,5.9,16.9,34.9,19.7,27.1,73,10.9,30,40.9,20.4,17.4,7.5,5.3,5.4,-5,7589.2992,0.054155197887046,2,102.6,-1.6,-2.25920291966208,-6.4404985801318
74,San Antonio Spurs,San Antonio Spurs2007,2007,82,58,24,0.707,3956,8079,2999,6328,47.4,595,1561,38.1,1486,1980,75.1,761,2577,3338,1814,1137,587,417,337,691,60.5,1.6,27.9,71.5,50.5,15.3,52.1,56.1,90.22,0.313,0.234829329962073,47.1,0.272,0.201776649746193,15.8,28.5,34.9,78.8,44.3,4.5,13.4,33.4,15.9,21.4,74,10.1,29,39.1,17.3,14.3,7.1,4.1,5.1,-8.4,7272.192,0.0950194934347168,5,99.4,-0.5,3.30526802158804,-4.98343429635158
75,New Jersey Nets,New Jersey Nets2007,2007,82,41,41,0.5,3976,8001,2913,6379,45.7,609,1676,36.3,1566,2153,72.7,822,2525,3347,1962,1212,499,273,369,-63,67.4,1.62,27.5,71.4,49.6,15.8,50.4,54.6,92.69,0.338,0.245493023984951,49,0.349,0.265822784810127,15.5,28.6,35.5,79,45,6.3,17.7,35.7,21,27.6,76.2,10.6,30.8,41.4,22,14.5,7.1,4.5,3.3,0.8,7407.6672,-0.00850470172310117,1.4,98.9,0.300000000000001,-2.03297608251759,-1.27234503500684
76,New York Knicks,New York Knicks2007,2007,82,33,49,0.402,4001,7994,2903,6356,45.7,474,1370,34.6,1714,2396,71.5,1032,2516,3548,1532,1405,543,260,406,-234,52.8,1.09,33.7,71.4,52.7,18.3,49.4,53.9,91.89,0.377,0.269666456891127,50.4,0.325,0.245942571785268,14.7,28.6,36.8,80.1,46,7,18.6,37.6,19.7,26,75.5,10.8,28,38.8,21.3,13.7,7.5,5,3.2,2.9,7471.9104,-0.0313172920274847,-1,105.1,3.6,2.37238851058581,-1.67561198184417
77,Houston Rockets,Houston Rockets2007,2007,82,52,30,0.634,3971,7953,2906,6528,44.5,705,1893,37.2,1436,1906,75.3,880,2673,3553,1704,1162,583,337,353,398,58.6,1.47,28.7,72.5,50.8,15.3,49.9,54,91.7,0.292,0.219975490196078,46.6,0.308,0.230769230769231,15.4,27.5,34.1,79.3,42.9,5.8,16.4,35.1,18.3,24.4,74.9,9.8,31.1,40.8,19.4,14.2,7,4.3,4.1,-4.9,7342.6944,0.0542035359663069,3.3,101.2,-0.0999999999999996,-1.07937405731524,-2.53527926812843
78,Charlotte Bobcats,Charlotte Bobcats2007,2007,82,33,49,0.402,4001,7945,2960,6643,44.6,457,1280,35.7,1568,2136,73.4,920,2346,3266,1836,1224,638,369,437,-307,62,1.5,29.9,68.2,48.5,15.8,48,52.4,93.11,0.322,0.236037934668072,50,0.373,0.279542566709022,16.7,31.8,36.6,78.7,46.5,5.5,15.2,36.3,22,29.3,75,11.3,31.2,42.6,20.9,15.8,7.4,5.3,4.5,3.7,7571.3664,-0.0405475027598717,-2,98.1,-0.899999999999999,-4.350463204095,2.51972010667764
79,Cleveland Cavaliers,Cleveland Cavaliers2007,2007,82,50,32,0.61,3976,7934,2978,6658,44.7,494,1404,35.2,1484,2133,69.6,1039,2529,3568,1708,1177,625,353,349,314,57.4,1.45,32.7,72.1,51.8,15.5,48.4,52.2,91.59,0.32,0.222889756683689,48,0.331,0.243208279430789,16.6,27.9,34.6,77.3,44.8,4.9,15,32.9,18.8,25.6,73.4,9.8,30,39.9,20.1,15.3,6.6,4.3,4.3,-3.8,7425.1392,0.0422887694819243,0.399999999999999,104.8,-1.1,-2.03185227471004,-1.05765940643373
80,Minnesota Timberwolves,Minnesota Timberwolves2007,2007,82,32,50,0.39,4001,7877,2997,6502,46.1,384,1089,35.3,1499,1892,79.2,819,2473,3292,1848,1278,532,325,360,-301,61.7,1.45,29.2,69.8,50,16.6,49,53.7,92.19,0.291,0.230544447862196,49.8,0.297,0.225490196078431,15.1,30.2,37.5,81.6,46,6.3,18.1,34.8,18.4,24.2,76,11.7,29.7,41.4,21.7,14.2,7.1,4.4,4,3.7,7481.7408,-0.0402312787954376,-0.799999999999997,99,1.5,0.505425178376487,-0.274041944815863
81,Detroit Pistons,Detroit Pistons2007,2007,82,53,29,0.646,3976,7872,2942,6484,45.4,449,1305,34.4,1539,1988,77.4,948,2374,3322,1768,1001,583,472,290,341,60.1,1.77,30.7,67.8,49.3,13.7,48.8,53.5,88.56,0.307,0.237353485502776,47.7,0.317,0.234152652005175,16.4,32.2,34.4,77.3,44.5,5,14.7,33.9,18.1,24.5,74,11.9,29.3,41.2,20.1,14.7,6.4,3.5,5.8,-4.2,7115.2512,0.0479252229352071,1.09999999999999,98.5,-2.7,0.320083349760139,1.16204427734012
82,Boston Celtics,Boston Celtics2007,2007,82,24,58,0.293,3971,7857,2858,6454,44.3,471,1283,36.7,1670,2178,76.7,918,2391,3309,1630,1350,589,382,449,-280,57,1.21,30.9,70.5,50.2,17.6,47.9,53,92.91,0.337,0.258754260923458,50.2,0.375,0.280724450194049,16.3,29.5,36.2,77.3,46.8,5.2,14.8,35.4,21.7,29,74.7,10.3,30.2,40.5,22.1,15.2,7.4,5.5,4.7,3.4,7530.5472,-0.03718189297054,-2.3,101.4,1.3,-2.19701892705909,-4.55654227329411
83,Los Angeles Clippers,Los Angeles Clippers2007,2007,82,40,42,0.488,3946,7843,2880,6318,45.6,314,903,34.8,1769,2245,78.8,888,2484,3372,1762,1239,596,472,321,-38,61.2,1.42,30.7,71.2,51.3,16.4,48.1,53.7,91.92,0.355,0.279993668882558,48.8,0.333,0.248407643312102,15,28.8,35.5,78.5,45.2,5.5,16.4,33.9,19.5,26.1,74.8,10.3,29,39.3,21,13.8,7.1,3.9,5.8,0.5,7350.528,-0.00516969665308397,-0.699999999999996,101.9,1.4,3.15860255704559,1.06006969900251
84,Indiana Pacers,Indiana Pacers2007,2007,82,35,47,0.427,3956,7840,2872,6561,43.8,481,1389,34.6,1615,2125,76,990,2441,3431,1680,1335,599,447,410,-200,58.5,1.26,32.1,69.4,50.3,17.3,47.4,52.3,93.43,0.324,0.246151501295534,49.1,0.36,0.271099744245524,16.7,30.6,35.7,78.2,45.7,5.3,14.3,37.2,21.2,28.2,75.3,11.2,30.5,41.6,20,15.7,7.9,5,5.5,2.4,7527.36,-0.0265697402542193,-1.7,101.5,0.600000000000001,-2.49482429499901,2.06863272412409
85,New Orleans/Oklahoma City Hornets,New Orleans/Oklahoma City Hornets2007,2007,82,39,43,0.476,3976,7833,2971,6674,44.5,455,1256,36.2,1436,1941,74,1025,2512,3537,1537,1187,522,347,392,-129,51.7,1.29,31.8,71.9,51.4,15.7,47.9,52,91.19,0.291,0.215163320347618,49.9,0.28,0.211970074812968,14.8,28.1,36.6,80.2,45.7,6.8,19.2,35.5,17,22.4,75.9,10.4,30.4,40.8,20.8,13.6,6.8,4.8,4.2,1.6,7382.4384,-0.017473901306105,-2,103.7,0.899999999999999,0.319324553465006,3.00751479221614
86,Philadelphia 76ers,Philadelphia 76ers2007,2007,82,35,47,0.427,3976,7785,2932,6408,45.8,284,823,34.5,1637,2135,76.7,899,2353,3252,1669,1258,590,390,320,-248,56.9,1.33,30.6,67.8,49.3,16.5,48,53,91.84,0.333,0.255461922596754,50.1,0.293,0.220973782771536,16.8,32.2,37.1,80.1,46.3,6.1,17.4,35.3,17.7,23.5,75.4,11.8,29.3,41.1,22.3,15.6,7.4,3.9,4.8,3,7398.144,-0.033521921173743,-2.1,98.4,-0.300000000000001,3.44881398252185,0.532404940446014
87,Orlando Magic,Orlando Magic2007,2007,82,40,42,0.488,3956,7771,2875,6090,47.2,342,962,35.6,1679,2393,70.2,920,2418,3338,1525,1392,565,416,376,64,53,1.1,33.3,69.7,51.9,18.6,50,54.4,90.54,0.393,0.275697865353038,48,0.376,0.286092715231788,16.5,30.3,33.4,75.5,44.2,5.6,15.9,35.3,21.6,28.4,76,10.5,27,37.6,19.6,15,8.3,4.6,5.1,-0.8,7310.3232,0.0087547428819563,2,103,2.1,-1.03948498787503,-5.21660061694445
88,Miami Heat,Miami Heat2007,2007,82,44,38,0.537,3971,7759,2919,6288,46.4,528,1539,34.3,1393,2019,69,817,2526,3343,1681,1201,566,442,314,-75,57.6,1.4,27.9,69.3,49.3,16,50.6,54.1,90.61,0.321,0.221533078880407,48.5,0.313,0.232704402515723,15.8,30.7,35.3,79.5,44.4,6.5,18.2,35.5,18.5,24.9,74.2,11.2,30.1,41.3,20.2,14.5,6.9,3.8,5.4,0.9,7257.9456,-0.0103335026374405,2.1,97.2,0.199999999999999,-1.11713236353161,0.438224562261979
